id,date,cctv_1_image,cctv_2_image,cctv_3_image,sensor_1_value,sensor_2_value
542,2024-11-11 16:59:00,C:\images\cctv_1_20241111130000.jpg,C:\images\cctv_2_20241111130000.jpg,C:\images\cctv_3_20241111130000.jpg,39430.0,4.0
543,2024-11-11 17:43:00,C:\images\cctv_1_20241111193900.jpg,,C:\images\cctv_3_20241111193900.jpg,,8.0
544,2024-11-11 17:47:00,C:\images\cctv_1_20241112135800.jpg,C:\images\cctv_2_20241112135800.jpg,C:\images\cctv_3_20241112135800.jpg,36017.0,6.0
545,2024-11-11 18:35:00,,C:\images\cctv_2_20241111202300.jpg,C:\images\cctv_3_20241111202300.jpg,,10.0
546,2024-11-11 18:37:00,C:\images\cctv_1_20241112065800.jpg,,C:\images\cctv_3_20241112065800.jpg,,8.0
548,2024-11-11 19:39:00,C:\images\cctv_1_20241112120100.jpg,C:\images\cctv_2_20241112120100.jpg,,,10.0
550,2024-11-11 20:23:00,C:\images\cctv_1_20241112114600.jpg,,,,8.0
551,2024-11-11 20:41:00,C:\images\cctv_1_20241111185200.jpg,C:\images\cctv_2_20241111185200.jpg,,36786.0,6.0
553,2024-11-11 20:53:00,,C:\images\cctv_2_20241112093300.jpg,C:\images\cctv_3_20241112093300.jpg,37727.0,5.0
554,2024-11-11 21:56:00,C:\images\cctv_1_20241112145600.jpg,C:\images\cctv_2_20241112145600.jpg,C:\images\cctv_3_20241112145600.jpg,41461.0,4.0
555,2024-11-11 22:44:00,C:\images\cctv_1_20241112032100.jpg,C:\images\cctv_2_20241112032100.jpg,C:\images\cctv_3_20241112032100.jpg,,10.0
556,2024-11-12 00:46:00,C:\images\cctv_1_20241112061600.jpg,C:\images\cctv_2_20241112061600.jpg,C:\images\cctv_3_20241112061600.jpg,33691.0,7.0
558,2024-11-12 01:39:00,C:\images\cctv_1_20241112141100.jpg,C:\images\cctv_2_20241112141100.jpg,C:\images\cctv_3_20241112141100.jpg,40771.0,10.0
559,2024-11-12 03:21:00,C:\images\cctv_1_20241112061300.jpg,C:\images\cctv_2_20241112061300.jpg,C:\images\cctv_3_20241112061300.jpg,,5.0
560,2024-11-12 03:21:00,C:\images\cctv_1_20241112153700.jpg,C:\images\cctv_2_20241112153700.jpg,,,7.0
563,2024-11-12 06:13:00,C:\images\cctv_1_20241112114500.jpg,C:\images\cctv_2_20241112114500.jpg,C:\images\cctv_3_20241112114500.jpg,36740.0,5.0
565,2024-11-12 06:45:00,C:\images\cctv_1_20241111224400.jpg,C:\images\cctv_2_20241111224400.jpg,C:\images\cctv_3_20241111224400.jpg,,7.0
566,2024-11-12 06:58:00,C:\images\cctv_1_20241111183700.jpg,C:\images\cctv_2_20241111183700.jpg,C:\images\cctv_3_20241111183700.jpg,,8.0
567,2024-11-12 07:20:00,C:\images\cctv_1_20241112100000.jpg,C:\images\cctv_2_20241112100000.jpg,C:\images\cctv_3_20241112100000.jpg,40526.0,10.0
569,2024-11-12 07:39:00,C:\images\cctv_1_20241112103600.jpg,C:\images\cctv_2_20241112103600.jpg,C:\images\cctv_3_20241112103600.jpg,,8.0
570,2024-11-12 07:46:00,C:\images\cctv_1_20241112110400.jpg,,C:\images\cctv_3_20241112110400.jpg,42474.0,10.0
571,2024-11-12 08:39:00,,,,,4.0
572,2024-11-12 08:42:00,C:\images\cctv_1_20241111215600.jpg,,C:\images\cctv_3_20241111215600.jpg,34800.0,8.0
573,2024-11-12 08:47:00,C:\images\cctv_1_20241112102600.jpg,C:\images\cctv_2_20241112102600.jpg,C:\images\cctv_3_20241112102600.jpg,44051.0,5.0
574,2024-11-12 09:33:00,,C:\images\cctv_2_20241112072000.jpg,C:\images\cctv_3_20241112072000.jpg,33402.0,7.0
576,2024-11-12 10:26:00,C:\images\cctv_1_20241112135100.jpg,C:\images\cctv_2_20241112135100.jpg,C:\images\cctv_3_20241112135100.jpg,30937.0,4.0
577,2024-11-12 10:27:00,C:\images\cctv_1_20241112064500.jpg,C:\images\cctv_2_20241112064500.jpg,C:\images\cctv_3_20241112064500.jpg,41634.0,8.0
579,2024-11-12 10:36:00,C:\images\cctv_1_20241112073900.jpg,C:\images\cctv_2_20241112073900.jpg,C:\images\cctv_3_20241112073900.jpg,30951.0,6.0
580,2024-11-12 11:04:00,C:\images\cctv_1_20241112011600.jpg,C:\images\cctv_2_20241112011600.jpg,C:\images\cctv_3_20241112011600.jpg,,4.0
581,2024-11-12 11:45:00,C:\images\cctv_1_20241112074600.jpg,C:\images\cctv_2_20241112074600.jpg,C:\images\cctv_3_20241112074600.jpg,37294.0,9.0
582,2024-11-12 11:46:00,,C:\images\cctv_2_20241112013900.jpg,C:\images\cctv_3_20241112013900.jpg,39593.0,8.0
583,2024-11-12 12:01:00,,C:\images\cctv_2_20241111205300.jpg,C:\images\cctv_3_20241111205300.jpg,42875.0,8.0
584,2024-11-12 13:51:00,C:\images\cctv_1_20241112004600.jpg,C:\images\cctv_2_20241112004600.jpg,C:\images\cctv_3_20241112004600.jpg,43234.0,7.0
586,2024-11-12 14:11:00,C:\images\cctv_1_20241111204200.jpg,,C:\images\cctv_3_20241111204200.jpg,36939.0,6.0
587,2024-11-12 14:36:00,,,C:\images\cctv_3_20241112032100.jpg,44368.0,8.0
589,2024-11-12 14:56:00,C:\images\cctv_1_20241111174700.jpg,C:\images\cctv_2_20241111174700.jpg,C:\images\cctv_3_20241111174700.jpg,,7.0
591,2024-11-12 15:53:00,,C:\images\cctv_2_20241112084700.jpg,C:\images\cctv_3_20241112084700.jpg,,10.0
592,2024-11-12 15:59:00,C:\images\cctv_1_20241111183500.jpg,C:\images\cctv_2_20241111183500.jpg,,38038.0,4.0
593,2024-11-12 17:14:00,C:\images\cctv_1_20241113043000.jpg,,C:\images\cctv_3_20241113043000.jpg,,5.0
595,2024-11-12 18:10:00,C:\images\cctv_1_20241113034700.jpg,C:\images\cctv_2_20241113034700.jpg,C:\images\cctv_3_20241113034700.jpg,32942.0,8.0
599,2024-11-12 21:03:00,C:\images\cctv_1_20241113111900.jpg,,C:\images\cctv_3_20241113111900.jpg,30557.0,6.0
600,2024-11-12 21:06:00,C:\images\cctv_1_20241113045300.jpg,C:\images\cctv_2_20241113045300.jpg,,31753.0,8.0
601,2024-11-12 21:10:00,C:\images\cctv_1_20241113154200.jpg,C:\images\cctv_2_20241113154200.jpg,C:\images\cctv_3_20241113154200.jpg,36689.0,9.0
603,2024-11-12 21:29:00,,,C:\images\cctv_3_20241113102300.jpg,40315.0,7.0
604,2024-11-12 22:47:00,C:\images\cctv_1_20241113162800.jpg,,C:\images\cctv_3_20241113162800.jpg,30289.0,4.0
605,2024-11-12 23:43:00,C:\images\cctv_1_20241112171400.jpg,C:\images\cctv_2_20241112171400.jpg,C:\images\cctv_3_20241112171400.jpg,36923.0,5.0
606,2024-11-13 01:00:00,C:\images\cctv_1_20241113110700.jpg,,C:\images\cctv_3_20241113110700.jpg,40988.0,6.0
607,2024-11-13 01:03:00,C:\images\cctv_1_20241113135700.jpg,C:\images\cctv_2_20241113135700.jpg,C:\images\cctv_3_20241113135700.jpg,,9.0
608,2024-11-13 01:09:00,C:\images\cctv_1_20241113141000.jpg,C:\images\cctv_2_20241113141000.jpg,C:\images\cctv_3_20241113141000.jpg,39278.0,5.0
611,2024-11-13 02:50:00,C:\images\cctv_1_20241112224700.jpg,,C:\images\cctv_3_20241112224700.jpg,37215.0,9.0
612,2024-11-13 03:14:00,C:\images\cctv_1_20241112234300.jpg,C:\images\cctv_2_20241112234300.jpg,C:\images\cctv_3_20241112234300.jpg,43671.0,8.0
613,2024-11-13 03:25:00,C:\images\cctv_1_20241113091500.jpg,C:\images\cctv_2_20241113091500.jpg,C:\images\cctv_3_20241113091500.jpg,,4.0
615,2024-11-13 03:52:00,,C:\images\cctv_2_20241113080700.jpg,C:\images\cctv_3_20241113080700.jpg,44103.0,10.0
616,2024-11-13 04:25:00,,,C:\images\cctv_3_20241112210600.jpg,42813.0,6.0
617,2024-11-13 04:30:00,C:\images\cctv_1_20241112201000.jpg,C:\images\cctv_2_20241112201000.jpg,C:\images\cctv_3_20241112201000.jpg,42220.0,10.0
619,2024-11-13 08:03:00,C:\images\cctv_1_20241113080300.jpg,C:\images\cctv_2_20241113080300.jpg,C:\images\cctv_3_20241113080300.jpg,44436.0,7.0
620,2024-11-13 08:07:00,,C:\images\cctv_2_20241113010300.jpg,C:\images\cctv_3_20241113010300.jpg,,7.0
621,2024-11-13 08:12:00,C:\images\cctv_1_20241113094600.jpg,C:\images\cctv_2_20241113094600.jpg,C:\images\cctv_3_20241113094600.jpg,43132.0,7.0
622,2024-11-13 08:13:00,C:\images\cctv_1_20241113025000.jpg,C:\images\cctv_2_20241113025000.jpg,C:\images\cctv_3_20241113025000.jpg,34106.0,9.0
623,2024-11-13 08:41:00,C:\images\cctv_1_20241112181000.jpg,C:\images\cctv_2_20241112181000.jpg,,30251.0,9.0
624,2024-11-13 09:15:00,C:\images\cctv_1_20241113114500.jpg,,C:\images\cctv_3_20241113114500.jpg,32450.0,8.0
625,2024-11-13 09:46:00,C:\images\cctv_1_20241112205100.jpg,C:\images\cctv_2_20241112205100.jpg,C:\images\cctv_3_20241112205100.jpg,39994.0,4.0
626,2024-11-13 09:50:00,C:\images\cctv_1_20241113131100.jpg,C:\images\cctv_2_20241113131100.jpg,C:\images\cctv_3_20241113131100.jpg,37554.0,6.0
629,2024-11-13 10:56:00,C:\images\cctv_1_20241112172300.jpg,C:\images\cctv_2_20241112172300.jpg,C:\images\cctv_3_20241112172300.jpg,39164.0,10.0
630,2024-11-13 11:07:00,C:\images\cctv_1_20241112211000.jpg,C:\images\cctv_2_20241112211000.jpg,C:\images\cctv_3_20241112211000.jpg,,9.0
632,2024-11-13 11:19:00,C:\images\cctv_1_20241112212900.jpg,C:\images\cctv_2_20241112212900.jpg,C:\images\cctv_3_20241112212900.jpg,,10.0
633,2024-11-13 11:45:00,C:\images\cctv_1_20241113164200.jpg,C:\images\cctv_2_20241113164200.jpg,,39981.0,5.0
634,2024-11-13 12:54:00,C:\images\cctv_1_20241113035200.jpg,C:\images\cctv_2_20241113035200.jpg,C:\images\cctv_3_20241113035200.jpg,,4.0
635,2024-11-13 12:54:00,,C:\images\cctv_2_20241113024700.jpg,,32717.0,4.0
636,2024-11-13 13:11:00,C:\images\cctv_1_20241113105600.jpg,C:\images\cctv_2_20241113105600.jpg,C:\images\cctv_3_20241113105600.jpg,,4.0
637,2024-11-13 13:57:00,C:\images\cctv_1_20241112181800.jpg,C:\images\cctv_2_20241112181800.jpg,,37648.0,7.0
639,2024-11-13 15:24:00,C:\images\cctv_1_20241113010900.jpg,C:\images\cctv_2_20241113010900.jpg,C:\images\cctv_3_20241113010900.jpg,41792.0,9.0
640,2024-11-13 15:42:00,C:\images\cctv_1_20241113095000.jpg,C:\images\cctv_2_20241113095000.jpg,,38281.0,8.0
641,2024-11-13 16:28:00,,C:\images\cctv_2_20241113152400.jpg,C:\images\cctv_3_20241113152400.jpg,,5.0
643,2024-11-13 17:21:00,C:\images\cctv_1_20241113210300.jpg,C:\images\cctv_2_20241113210300.jpg,C:\images\cctv_3_20241113210300.jpg,,10.0
645,2024-11-13 18:07:00,,C:\images\cctv_2_20241113224800.jpg,C:\images\cctv_3_20241113224800.jpg,,7.0
646,2024-11-13 18:26:00,C:\images\cctv_1_20241114132100.jpg,C:\images\cctv_2_20241114132100.jpg,,38828.0,9.0
647,2024-11-13 18:39:00,,C:\images\cctv_2_20241113213100.jpg,C:\images\cctv_3_20241113213100.jpg,37145.0,5.0
648,2024-11-13 18:43:00,C:\images\cctv_1_20241114020000.jpg,C:\images\cctv_2_20241114020000.jpg,C:\images\cctv_3_20241114020000.jpg,30836.0,6.0
649,2024-11-13 18:52:00,C:\images\cctv_1_20241114040500.jpg,C:\images\cctv_2_20241114040500.jpg,C:\images\cctv_3_20241114040500.jpg,38535.0,8.0
650,2024-11-13 19:17:00,,C:\images\cctv_2_20241113180400.jpg,C:\images\cctv_3_20241113180400.jpg,33512.0,10.0
652,2024-11-13 20:18:00,C:\images\cctv_1_20241114084700.jpg,C:\images\cctv_2_20241114084700.jpg,C:\images\cctv_3_20241114084700.jpg,,5.0
653,2024-11-13 20:32:00,,C:\images\cctv_2_20241114110800.jpg,C:\images\cctv_3_20241114110800.jpg,42380.0,7.0
654,2024-11-13 21:03:00,C:\images\cctv_1_20241113203200.jpg,C:\images\cctv_2_20241113203200.jpg,C:\images\cctv_3_20241113203200.jpg,32434.0,7.0
655,2024-11-13 21:31:00,C:\images\cctv_1_20241114013900.jpg,C:\images\cctv_2_20241114013900.jpg,C:\images\cctv_3_20241114013900.jpg,,9.0
656,2024-11-13 22:25:00,C:\images\cctv_1_20241113182600.jpg,C:\images\cctv_2_20241113182600.jpg,C:\images\cctv_3_20241113182600.jpg,33346.0,7.0
657,2024-11-13 22:40:00,C:\images\cctv_1_20241114163000.jpg,C:\images\cctv_2_20241114163000.jpg,C:\images\cctv_3_20241114163000.jpg,37460.0,9.0
658,2024-11-13 22:48:00,C:\images\cctv_1_20241114043600.jpg,C:\images\cctv_2_20241114043600.jpg,,31384.0,4.0
660,2024-11-14 00:22:00,C:\images\cctv_1_20241114002200.jpg,,C:\images\cctv_3_20241114002200.jpg,35856.0,8.0
661,2024-11-14 01:28:00,,C:\images\cctv_2_20241113183900.jpg,C:\images\cctv_3_20241113183900.jpg,39844.0,5.0
662,2024-11-14 01:39:00,C:\images\cctv_1_20241113185200.jpg,C:\images\cctv_2_20241113185200.jpg,,34301.0,8.0
663,2024-11-14 02:00:00,,C:\images\cctv_2_20241114124400.jpg,C:\images\cctv_3_20241114124400.jpg,35758.0,5.0
664,2024-11-14 02:05:00,C:\images\cctv_1_20241114075700.jpg,,C:\images\cctv_3_20241114075700.jpg,36510.0,9.0
666,2024-11-14 03:06:00,C:\images\cctv_1_20241114152100.jpg,C:\images\cctv_2_20241114152100.jpg,,37272.0,6.0
667,2024-11-14 03:37:00,,C:\images\cctv_2_20241114043200.jpg,C:\images\cctv_3_20241114043200.jpg,,5.0
671,2024-11-14 04:36:00,C:\images\cctv_1_20241113191700.jpg,,C:\images\cctv_3_20241113191700.jpg,37886.0,9.0
673,2024-11-14 05:30:00,C:\images\cctv_1_20241114050800.jpg,,,,5.0
674,2024-11-14 06:10:00,C:\images\cctv_1_20241114104300.jpg,C:\images\cctv_2_20241114104300.jpg,C:\images\cctv_3_20241114104300.jpg,30275.0,8.0
675,2024-11-14 06:44:00,,,C:\images\cctv_3_20241114030600.jpg,34716.0,9.0
676,2024-11-14 07:16:00,C:\images\cctv_1_20241114082900.jpg,C:\images\cctv_2_20241114082900.jpg,C:\images\cctv_3_20241114082900.jpg,39600.0,9.0
677,2024-11-14 07:57:00,C:\images\cctv_1_20241114061000.jpg,,C:\images\cctv_3_20241114061000.jpg,38206.0,8.0
678,2024-11-14 08:29:00,C:\images\cctv_1_20241114012800.jpg,C:\images\cctv_2_20241114012800.jpg,,44385.0,5.0
679,2024-11-14 08:47:00,C:\images\cctv_1_20241114071600.jpg,C:\images\cctv_2_20241114071600.jpg,,39560.0,9.0
681,2024-11-14 10:43:00,C:\images\cctv_1_20241113224000.jpg,C:\images\cctv_2_20241113224000.jpg,C:\images\cctv_3_20241113224000.jpg,39834.0,4.0
682,2024-11-14 11:08:00,C:\images\cctv_1_20241113201800.jpg,C:\images\cctv_2_20241113201800.jpg,C:\images\cctv_3_20241113201800.jpg,42355.0,4.0
684,2024-11-14 12:45:00,C:\images\cctv_1_20241114102300.jpg,C:\images\cctv_2_20241114102300.jpg,C:\images\cctv_3_20241114102300.jpg,39622.0,4.0
686,2024-11-14 13:21:00,C:\images\cctv_1_20241114053000.jpg,C:\images\cctv_2_20241114053000.jpg,C:\images\cctv_3_20241114053000.jpg,42659.0,7.0
687,2024-11-14 13:21:00,C:\images\cctv_1_20241113230400.jpg,C:\images\cctv_2_20241113230400.jpg,,35810.0,4.0
688,2024-11-14 15:21:00,,C:\images\cctv_2_20241114030200.jpg,C:\images\cctv_3_20241114030200.jpg,36169.0,6.0
689,2024-11-14 15:44:00,C:\images\cctv_1_20241114041900.jpg,C:\images\cctv_2_20241114041900.jpg,C:\images\cctv_3_20241114041900.jpg,35582.0,8.0
690,2024-11-14 16:30:00,,C:\images\cctv_2_20241114064400.jpg,C:\images\cctv_3_20241114064400.jpg,44294.0,7.0
691,2024-11-14 16:49:00,C:\images\cctv_1_20241114164900.jpg,,,,5.0
693,2024-11-14 17:26:00,C:\images\cctv_1_20241114231400.jpg,C:\images\cctv_2_20241114231400.jpg,,,9.0
694,2024-11-14 17:52:00,C:\images\cctv_1_20241115012400.jpg,C:\images\cctv_2_20241115012400.jpg,C:\images\cctv_3_20241115012400.jpg,31041.0,8.0
696,2024-11-14 18:12:00,C:\images\cctv_1_20241115160200.jpg,C:\images\cctv_2_20241115160200.jpg,C:\images\cctv_3_20241115160200.jpg,,4.0
697,2024-11-14 18:21:00,C:\images\cctv_1_20241114223800.jpg,C:\images\cctv_2_20241114223800.jpg,C:\images\cctv_3_20241114223800.jpg,,8.0
698,2024-11-14 18:55:00,C:\images\cctv_1_20241114201700.jpg,C:\images\cctv_2_20241114201700.jpg,C:\images\cctv_3_20241114201700.jpg,42310.0,4.0
700,2024-11-14 19:30:00,C:\images\cctv_1_20241115115700.jpg,C:\images\cctv_2_20241115115700.jpg,C:\images\cctv_3_20241115115700.jpg,42166.0,9.0
701,2024-11-14 20:07:00,C:\images\cctv_1_20241114175200.jpg,C:\images\cctv_2_20241114175200.jpg,,30014.0,6.0
702,2024-11-14 20:14:00,C:\images\cctv_1_20241115120300.jpg,C:\images\cctv_2_20241115120300.jpg,C:\images\cctv_3_20241115120300.jpg,,9.0
703,2024-11-14 20:17:00,C:\images\cctv_1_20241114180800.jpg,C:\images\cctv_2_20241114180800.jpg,C:\images\cctv_3_20241114180800.jpg,30335.0,5.0
707,2024-11-14 21:13:00,C:\images\cctv_1_20241114221100.jpg,C:\images\cctv_2_20241114221100.jpg,,43774.0,6.0
708,2024-11-14 21:22:00,C:\images\cctv_1_20241114182100.jpg,C:\images\cctv_2_20241114182100.jpg,,33378.0,7.0
711,2024-11-14 22:11:00,C:\images\cctv_1_20241115024800.jpg,C:\images\cctv_2_20241115024800.jpg,C:\images\cctv_3_20241115024800.jpg,33170.0,8.0
712,2024-11-14 22:38:00,C:\images\cctv_1_20241115031200.jpg,C:\images\cctv_2_20241115031200.jpg,C:\images\cctv_3_20241115031200.jpg,,6.0
713,2024-11-14 23:14:00,C:\images\cctv_1_20241114185500.jpg,C:\images\cctv_2_20241114185500.jpg,C:\images\cctv_3_20241114185500.jpg,33131.0,7.0
714,2024-11-14 23:22:00,C:\images\cctv_1_20241115025500.jpg,C:\images\cctv_2_20241115025500.jpg,C:\images\cctv_3_20241115025500.jpg,,7.0
715,2024-11-15 00:26:00,C:\images\cctv_1_20241115090100.jpg,C:\images\cctv_2_20241115090100.jpg,C:\images\cctv_3_20241115090100.jpg,31515.0,6.0
716,2024-11-15 00:59:00,C:\images\cctv_1_20241114201400.jpg,,C:\images\cctv_3_20241114201400.jpg,36067.0,7.0
717,2024-11-15 01:24:00,,C:\images\cctv_2_20241114172600.jpg,C:\images\cctv_3_20241114172600.jpg,36069.0,6.0
718,2024-11-15 02:01:00,C:\images\cctv_1_20241115133300.jpg,,C:\images\cctv_3_20241115133300.jpg,,7.0
719,2024-11-15 02:29:00,C:\images\cctv_1_20241115032500.jpg,C:\images\cctv_2_20241115032500.jpg,C:\images\cctv_3_20241115032500.jpg,,9.0
720,2024-11-15 02:48:00,C:\images\cctv_1_20241114212600.jpg,C:\images\cctv_2_20241114212600.jpg,C:\images\cctv_3_20241114212600.jpg,,9.0
721,2024-11-15 02:55:00,C:\images\cctv_1_20241114232200.jpg,C:\images\cctv_2_20241114232200.jpg,C:\images\cctv_3_20241114232200.jpg,35883.0,8.0
722,2024-11-15 03:01:00,C:\images\cctv_1_20241115085300.jpg,C:\images\cctv_2_20241115085300.jpg,C:\images\cctv_3_20241115085300.jpg,36887.0,10.0
723,2024-11-15 03:12:00,C:\images\cctv_1_20241115050100.jpg,C:\images\cctv_2_20241115050100.jpg,C:\images\cctv_3_20241115050100.jpg,,9.0
724,2024-11-15 03:25:00,C:\images\cctv_1_20241114202700.jpg,,C:\images\cctv_3_20241114202700.jpg,36868.0,6.0
725,2024-11-15 04:35:00,C:\images\cctv_1_20241114200700.jpg,C:\images\cctv_2_20241114200700.jpg,C:\images\cctv_3_20241114200700.jpg,,4.0
727,2024-11-15 06:47:00,,,C:\images\cctv_3_20241114213500.jpg,37623.0,10.0
728,2024-11-15 06:50:00,,C:\images\cctv_2_20241115150300.jpg,C:\images\cctv_3_20241115150300.jpg,,5.0
729,2024-11-15 07:24:00,,C:\images\cctv_2_20241115100200.jpg,C:\images\cctv_3_20241115100200.jpg,33995.0,10.0
730,2024-11-15 07:53:00,C:\images\cctv_1_20241115065000.jpg,,C:\images\cctv_3_20241115065000.jpg,34924.0,7.0
731,2024-11-15 08:40:00,C:\images\cctv_1_20241114201900.jpg,,C:\images\cctv_3_20241114201900.jpg,39222.0,7.0
733,2024-11-15 09:01:00,C:\images\cctv_1_20241115120900.jpg,,,31647.0,8.0
738,2024-11-15 12:51:00,C:\images\cctv_1_20241115020100.jpg,C:\images\cctv_2_20241115020100.jpg,C:\images\cctv_3_20241115020100.jpg,41979.0,4.0
739,2024-11-15 13:05:00,C:\images\cctv_1_20241115072400.jpg,C:\images\cctv_2_20241115072400.jpg,C:\images\cctv_3_20241115072400.jpg,39589.0,9.0
740,2024-11-15 13:33:00,C:\images\cctv_1_20241115084000.jpg,C:\images\cctv_2_20241115084000.jpg,C:\images\cctv_3_20241115084000.jpg,39129.0,9.0
742,2024-11-15 16:02:00,C:\images\cctv_1_20241114212200.jpg,,C:\images\cctv_3_20241114212200.jpg,30618.0,7.0
743,2024-11-15 17:28:00,C:\images\cctv_1_20241116091000.jpg,,C:\images\cctv_3_20241116091000.jpg,40794.0,5.0
744,2024-11-15 18:19:00,C:\images\cctv_1_20241116115400.jpg,C:\images\cctv_2_20241116115400.jpg,,33306.0,7.0
745,2024-11-15 18:31:00,C:\images\cctv_1_20241116013000.jpg,C:\images\cctv_2_20241116013000.jpg,C:\images\cctv_3_20241116013000.jpg,30005.0,10.0
746,2024-11-15 18:43:00,C:\images\cctv_1_20241116002900.jpg,C:\images\cctv_2_20241116002900.jpg,C:\images\cctv_3_20241116002900.jpg,42116.0,10.0
747,2024-11-15 18:45:00,C:\images\cctv_1_20241116142900.jpg,C:\images\cctv_2_20241116142900.jpg,C:\images\cctv_3_20241116142900.jpg,36832.0,8.0
748,2024-11-15 20:05:00,C:\images\cctv_1_20241116102900.jpg,C:\images\cctv_2_20241116102900.jpg,C:\images\cctv_3_20241116102900.jpg,,6.0
749,2024-11-15 21:30:00,C:\images\cctv_1_20241116023100.jpg,C:\images\cctv_2_20241116023100.jpg,C:\images\cctv_3_20241116023100.jpg,35780.0,10.0
750,2024-11-15 22:49:00,,C:\images\cctv_2_20241115235400.jpg,C:\images\cctv_3_20241115235400.jpg,42606.0,8.0
752,2024-11-15 23:45:00,C:\images\cctv_1_20241116011700.jpg,C:\images\cctv_2_20241116011700.jpg,C:\images\cctv_3_20241116011700.jpg,42944.0,5.0
756,2024-11-16 01:17:00,C:\images\cctv_1_20241115230600.jpg,,C:\images\cctv_3_20241115230600.jpg,39524.0,10.0
757,2024-11-16 01:30:00,C:\images\cctv_1_20241116121200.jpg,,C:\images\cctv_3_20241116121200.jpg,42057.0,7.0
759,2024-11-16 02:27:00,,C:\images\cctv_2_20241116121300.jpg,C:\images\cctv_3_20241116121300.jpg,43714.0,10.0
760,2024-11-16 02:30:00,,,C:\images\cctv_3_20241116070600.jpg,43261.0,8.0
761,2024-11-16 02:31:00,C:\images\cctv_1_20241115184500.jpg,C:\images\cctv_2_20241115184500.jpg,C:\images\cctv_3_20241115184500.jpg,,7.0
762,2024-11-16 02:48:00,,C:\images\cctv_2_20241116151900.jpg,,,8.0
764,2024-11-16 04:06:00,C:\images\cctv_1_20241116090900.jpg,C:\images\cctv_2_20241116090900.jpg,C:\images\cctv_3_20241116090900.jpg,30287.0,10.0
765,2024-11-16 04:14:00,C:\images\cctv_1_20241116102300.jpg,C:\images\cctv_2_20241116102300.jpg,C:\images\cctv_3_20241116102300.jpg,37898.0,6.0
766,2024-11-16 04:54:00,C:\images\cctv_1_20241116014300.jpg,C:\images\cctv_2_20241116014300.jpg,C:\images\cctv_3_20241116014300.jpg,,5.0
767,2024-11-16 05:15:00,C:\images\cctv_1_20241116041400.jpg,,C:\images\cctv_3_20241116041400.jpg,,9.0
768,2024-11-16 07:06:00,C:\images\cctv_1_20241115213000.jpg,C:\images\cctv_2_20241115213000.jpg,C:\images\cctv_3_20241115213000.jpg,38243.0,5.0
771,2024-11-16 07:52:00,,C:\images\cctv_2_20241115181900.jpg,C:\images\cctv_3_20241115181900.jpg,,4.0
772,2024-11-16 08:31:00,C:\images\cctv_1_20241115234500.jpg,C:\images\cctv_2_20241115234500.jpg,C:\images\cctv_3_20241115234500.jpg,30592.0,7.0
773,2024-11-16 09:09:00,C:\images\cctv_1_20241116130200.jpg,,C:\images\cctv_3_20241116130200.jpg,40979.0,4.0
775,2024-11-16 09:21:00,,,C:\images\cctv_3_20241116051500.jpg,,10.0
776,2024-11-16 10:13:00,,C:\images\cctv_2_20241116075200.jpg,C:\images\cctv_3_20241116075200.jpg,,10.0
778,2024-11-16 10:29:00,C:\images\cctv_1_20241116024800.jpg,C:\images\cctv_2_20241116024800.jpg,,37786.0,7.0
779,2024-11-16 11:28:00,,C:\images\cctv_2_20241116024900.jpg,C:\images\cctv_3_20241116024900.jpg,41247.0,5.0
780,2024-11-16 11:54:00,C:\images\cctv_1_20241116022700.jpg,,C:\images\cctv_3_20241116022700.jpg,,4.0
781,2024-11-16 12:12:00,C:\images\cctv_1_20241116101300.jpg,C:\images\cctv_2_20241116101300.jpg,C:\images\cctv_3_20241116101300.jpg,37374.0,9.0
783,2024-11-16 12:13:00,C:\images\cctv_1_20241116132000.jpg,C:\images\cctv_2_20241116132000.jpg,C:\images\cctv_3_20241116132000.jpg,34143.0,4.0
785,2024-11-16 13:02:00,,,C:\images\cctv_3_20241115172800.jpg,34330.0,9.0
789,2024-11-16 14:29:00,C:\images\cctv_1_20241116142000.jpg,C:\images\cctv_2_20241116142000.jpg,,30804.0,8.0
790,2024-11-16 15:19:00,C:\images\cctv_1_20241115183100.jpg,C:\images\cctv_2_20241115183100.jpg,,44867.0,7.0
791,2024-11-16 15:23:00,C:\images\cctv_1_20241116040600.jpg,C:\images\cctv_2_20241116040600.jpg,C:\images\cctv_3_20241116040600.jpg,34652.0,6.0
792,2024-11-16 15:37:00,C:\images\cctv_1_20241116112800.jpg,,C:\images\cctv_3_20241116112800.jpg,40784.0,10.0
793,2024-11-16 17:02:00,C:\images\cctv_1_20241117125200.jpg,C:\images\cctv_2_20241117125200.jpg,C:\images\cctv_3_20241117125200.jpg,32128.0,7.0
794,2024-11-16 17:59:00,C:\images\cctv_1_20241117053600.jpg,C:\images\cctv_2_20241117053600.jpg,C:\images\cctv_3_20241117053600.jpg,37634.0,9.0
795,2024-11-16 18:23:00,C:\images\cctv_1_20241117132300.jpg,C:\images\cctv_2_20241117132300.jpg,C:\images\cctv_3_20241117132300.jpg,43698.0,7.0
798,2024-11-16 20:56:00,C:\images\cctv_1_20241116221900.jpg,C:\images\cctv_2_20241116221900.jpg,C:\images\cctv_3_20241116221900.jpg,36248.0,10.0
799,2024-11-16 21:42:00,C:\images\cctv_1_20241117011900.jpg,C:\images\cctv_2_20241117011900.jpg,,37075.0,8.0
